LeadTime (HRS), obsMax (m MSL), Peak (m), PLag (min), Bias(m), RMSD (m), RVal, Skil, VExp (%), nPts,
-0.0,0.504,-0.0227437724772,0.0,-0.121064018334,0.130389043599,0.994659088111,0.98061033119,89.5013033654,239,
6.0,0.504,0.0216573337649,0.0,0.0034738567036,0.0320232485588,0.997716628935,0.998809900471,93.1053004786,240,
12.0,0.504,-0.0551466006269,882.0,-0.0558422565554,0.0633694963706,0.997962527261,0.995348872228,93.5121939661,240,
18.0,0.504,-0.0912174253947,882.0,-0.095628168818,0.0999335690618,0.998124019941,0.988549777755,93.7155228218,240,
24.0,0.504,-0.163231445735,888.0,-0.161646066593,0.164044036323,0.998208333703,0.969684544631,93.9473637731,240,
30.0,0.504,-0.0463147384891,888.0,-0.0340588702035,0.0421659093678,0.998565013268,0.997924899555,94.6160667359,240,
36.0,0.504,-0.0882174487162,882.0,-0.0784508895604,0.0822637946278,0.998583248091,0.992156805755,94.6386245698,240,
42.0,0.504,-0.14760304434,870.0,-0.135029383952,0.137152611676,0.998669703512,0.978557726464,94.7934693537,240,
48.0,0.504,-0.217518622252,840.0,-0.206783578452,0.208232575359,0.998627286237,0.95224989888,94.6888731554,240,
54.0,0.504,-0.0956600050221,882.0,-0.0809451736235,0.0841706511847,0.998805656346,0.991827682239,95.0018209991,240,
60.0,0.504,-0.0482932766181,888.0,-0.0381599919083,0.0444832148814,0.998817198844,0.997700909821,95.048996054,240,
66.0,0.504,-0.104983905164,888.0,-0.094592377339,0.0976392848007,0.998733580634,0.989079206669,94.7584161619,240,
72.0,0.504,-0.169312298566,882.0,-0.157045647025,0.158987602198,0.99864922303,0.971598259486,94.6345465369,240,
78.0,0.504,-0.0532480233531,882.0,-0.0420158614283,0.0485712831388,0.998671814603,0.997265069483,94.7221864155,240,
84.0,0.504,-0.0177857337803,882.0,-0.00671483709713,0.0257929639897,0.998589042807,0.999225565495,94.6063581211,240,
90.0,0.504,-0.0927396428893,876.0,-0.0858344819356,0.0892296029833,0.998624725371,0.99078383188,94.719845816,240,
96.0,0.504,-0.168839759033,876.0,-0.163014682264,0.164892459152,0.998619575001,0.969476503429,94.6257498632,240,
102.0,0.504,-0.0967229101031,882.0,-0.0822600219573,0.0866119373267,0.998344404578,0.991353919678,94.1286301878,240,
108.0,0.504,-0.0189290156532,882.0,-0.00977748732981,0.0290313974217,0.998314452173,0.999020744777,94.0796757263,240,
114.0,0.504,-0.11638422361,882.0,-0.113700659519,0.116978816015,0.998242316905,0.984260749192,94.0442046985,240,
120.0,0.504,-0.182962176346,870.0,-0.174739255657,0.176612770439,0.998498386942,0.965091122676,94.4432579467,240,
126.0,0.504,-0.168173714813,864.0,-0.153177730674,0.155355518543,0.998435164349,0.972616606791,94.3859119784,240,
132.0,0.504,0.0400774783869,876.0,0.0494869350226,0.0551766602767,0.998675883647,0.996475760535,94.7147696978,240,
138.0,0.504,-0.0502041582173,882.0,-0.03053233412,0.0399677219437,0.998480044884,0.998141464007,94.4140756091,240,
144.0,0.504,-0.0727318108204,882.0,-0.0665025611917,0.0731774956372,0.997935072278,0.993831211854,93.386807754,240,
150.0,0.504,0.00139520908961,858.0,0.0109546181725,0.0291799940767,0.998388609609,0.999013604238,94.1424200237,240,
