LeadTime (HRS), obsMax (m MSL), Peak (m), PLag (min), Bias(m), RMSD (m), RVal, Skil, VExp (%), nPts,
-0.0,0.34,-0.0431306727438,-72.0,-0.0378346088071,0.0567817454641,0.953400738574,0.95397272582,69.4587054856,240,
6.0,0.34,-0.0453541290107,-72.0,-0.0378065938133,0.0560924309304,0.955080736702,0.954795133294,69.9842733163,239,
12.0,0.34,-0.0456202350478,-72.0,-0.0396849233989,0.0582389813728,0.952188462569,0.951322920759,69.1237382515,239,
18.0,0.34,-0.0470103130248,-72.0,-0.0395422033704,0.0578579757277,0.953238555826,0.951865162611,69.4047931211,239,
24.0,0.34,-0.0480857315775,-66.0,-0.0410499131708,0.0587485152428,0.953637104825,0.950592542903,69.5566646696,239,
30.0,0.34,-0.0507408008856,-60.0,-0.0402890352823,0.0578427177894,0.955007743678,0.951988991965,69.9357900198,239,
36.0,0.34,-0.0467415434418,-60.0,-0.0382268288356,0.0563686890221,0.955027292361,0.954425273329,69.9919976452,239,
42.0,0.34,-0.047076546634,-66.0,-0.0391132231327,0.0581432891583,0.951240809784,0.951382388038,68.8369188169,239,
48.0,0.34,-0.0508434898106,-48.0,-0.0362121897769,0.0557804902904,0.953442546434,0.954563748546,69.2663537414,239,
54.0,0.34,-0.056315325569,-42.0,-0.0386391591377,0.0567046643821,0.955796356614,0.953180645973,69.9370055942,239,
60.0,0.34,-0.0545894764657,-48.0,-0.035131613239,0.055233576112,0.953128029086,0.955261737827,69.1268663771,239,
66.0,0.34,-0.0549349424566,-66.0,-0.0393227489632,0.0574976161871,0.95457493917,0.951968574567,69.6135559992,239,
72.0,0.34,-0.0577532850923,-60.0,-0.0408552852887,0.059947011961,0.950501186211,0.947197176473,68.2225739488,239,
78.0,0.34,-0.0600557836505,-48.0,-0.0407838534349,0.0580932985195,0.956551268233,0.95073026825,70.0325047772,239,
84.0,0.34,-0.0571617848368,-54.0,-0.0407961296429,0.0590549700502,0.95268532341,0.949416146359,69.0704272881,239,
90.0,0.34,-0.0539392875466,-66.0,-0.0396990557734,0.0584000900548,0.951886211254,0.950816111614,68.9739617209,239,
96.0,0.34,-0.0531188208075,-66.0,-0.0427515130855,0.0596062162942,0.954775054631,0.949300881833,69.9127999087,239,
102.0,0.34,-0.0576172735515,-66.0,-0.0391369756505,0.0545782212171,0.962415681404,0.957744571848,72.4445775433,239,
108.0,0.34,-0.0617783197074,-66.0,-0.0445566943182,0.0599154068236,0.957895550267,0.949336261388,70.9839381671,239,
114.0,0.34,-0.0633565125717,-54.0,-0.0447296997946,0.059413220219,0.960574366946,0.949787376782,71.6736335669,239,
120.0,0.34,-0.0629002553343,-48.0,-0.0444147698957,0.0566290941759,0.96824625997,0.955203821862,74.5521794371,239,
126.0,0.34,-0.0562620859804,-42.0,-0.0402025630533,0.0534667026944,0.96813393809,0.959736905212,74.4671673647,239,
