LeadTime (HRS), obsMax (m MSL), Peak (m), PLag (min), Bias(m), RMSD (m), RVal, Skil, VExp (%), nPts,
-0.0,0.794,0.204435093649,0.0,0.195332207701,0.202597364546,0.998028482942,0.981644030145,92.8763183868,239,
6.0,0.794,0.204435093649,0.0,0.194512287107,0.201930771905,0.997960757251,0.98169582078,92.800477602,240,
12.0,0.794,0.209415018204,0.0,0.19774479041,0.204721502859,0.998053936155,0.98121420701,92.9652957934,240,
18.0,0.794,0.213887252438,0.0,0.199615188774,0.206571521633,0.997982292848,0.980911478717,92.943185446,240,
24.0,0.794,0.207647455466,0.0,0.196410665343,0.203069437533,0.998072167323,0.981579425903,93.1530000076,240,
30.0,0.794,0.203841029973,0.0,0.190850127582,0.197424366542,0.998120316899,0.982601866926,93.2926982263,240,
36.0,0.794,0.191606336921,-6.0,0.187269938336,0.192513200061,0.998598329949,0.983468321218,94.075874092,240,
42.0,0.794,0.191304011426,-6.0,0.183840168766,0.189489070625,0.998542533429,0.983944572631,93.903456318,240,
48.0,0.794,0.188486024177,0.0,0.177801347875,0.183589468825,0.998537858364,0.98492354004,93.9282619406,240,
54.0,0.794,0.19456955497,0.0,0.183817947149,0.188981579696,0.99862211321,0.984080463152,94.1753341821,240,
60.0,0.794,0.203584904979,-6.0,0.189275019241,0.194541667826,0.998613567453,0.983096980508,94.0312310306,240,
66.0,0.794,0.207623873573,-6.0,0.186433512083,0.19208539356,0.998442907578,0.983549072048,93.8596096117,240,
72.0,0.794,0.199182996539,0.0,0.180649157056,0.186892313873,0.998308663157,0.984406795768,93.6406757596,240,
78.0,0.794,0.199370616406,0.0,0.190191999781,0.195186193913,0.998645206853,0.983022833761,94.1758580576,240,
84.0,0.794,0.21776609392,0.0,0.209438864696,0.214061650412,0.998656560418,0.979625438713,94.1259921152,240,
90.0,0.794,0.214447302878,6.0,0.210510137589,0.215286367831,0.998652492495,0.979351523334,94.0131366458,240,
96.0,0.794,0.176205119157,0.0,0.170923220709,0.175482535638,0.998849876712,0.986293922614,94.7240822278,240,
102.0,0.794,0.177706225807,0.0,0.1673230096,0.173437351916,0.998447028014,0.986571560584,93.9402447701,240,
108.0,0.794,0.200394519122,0.0,0.198365862232,0.205492678482,0.998034658025,0.981051464324,92.8777356493,240,
114.0,0.794,0.187574731156,0.0,0.172102201397,0.181619957592,0.997510218165,0.985160535983,92.2971029452,240,
120.0,0.794,0.174867364389,0.0,0.161547208197,0.169667393126,0.997981050498,0.987093455581,93.1151676506,240,
126.0,0.794,0.181199619093,0.0,0.157827660509,0.165912603876,0.997820637506,0.987777548055,93.2080806242,240,
