LeadTime (HRS), obsMax (m MSL), Peak (m), PLag (min), Bias(m), RMSD (m), RVal, Skil, VExp (%), nPts,
-0.0,1.105,-0.244380162989,0.0,-0.271511147074,0.283405104519,0.994653091045,0.938987620599,86.103859918,240,
6.0,1.105,-0.280238804848,1428.0,-0.258418982256,0.270093505565,0.995737675999,0.943536250384,86.5077352854,239,
12.0,1.105,-0.289374735192,1428.0,-0.27605812629,0.288153216758,0.995274767212,0.935953268188,85.810629935,239,
18.0,1.105,-0.284964088404,1428.0,-0.272378218791,0.283994396579,0.99533246675,0.93796705527,86.1913206035,239,
24.0,1.105,-0.256781776242,1428.0,-0.264942927759,0.27852762947,0.994195345777,0.939880352359,85.2412113962,239,
30.0,1.105,-0.266272586884,1428.0,-0.275401171441,0.287567075104,0.995542914377,0.936055065988,85.7848389363,239,
36.0,1.105,-0.302280861073,1428.0,-0.319970979793,0.330080353975,0.995644322529,0.918084485804,86.0756923258,239,
42.0,1.105,-0.323340858314,1428.0,-0.33171433171,0.341678854426,0.996492303742,0.912100323473,85.9298004156,239,
48.0,1.105,-0.322753227193,0.0,-0.31051088307,0.321633683533,0.995886284181,0.921183128586,85.597001143,239,
54.0,1.105,-0.300822747291,0.0,-0.287220898255,0.296012794192,0.997605580129,0.933108048749,87.70013853,239,
60.0,1.105,-0.276811385028,1428.0,-0.293106999943,0.302897787758,0.99574399356,0.930595552498,86.8788668717,239,
66.0,1.105,-0.28014032055,1428.0,-0.289315953102,0.298978421753,0.99617737086,0.932134347226,87.0497233773,239,
72.0,1.105,-0.305487796851,1428.0,-0.303112947158,0.311467307853,0.997340671809,0.9267533134,87.6921112827,239,
78.0,1.105,-0.307581579359,1428.0,-0.326296020147,0.335608961771,0.996130797535,0.915741439078,86.5141317153,239,
84.0,1.105,-0.349351907291,1428.0,-0.323304916272,0.332241742859,0.997350556626,0.916817383562,86.8528651357,239,
90.0,1.105,-0.29880394719,0.0,-0.283944510638,0.293578701429,0.997441861625,0.933801116475,87.187614661,239,
96.0,1.105,-0.286028514567,0.0,-0.292182379514,0.304821803544,0.993914954402,0.929005513755,85.0792732374,239,
102.0,1.105,-0.30591238835,0.0,-0.28471475369,0.298070754736,0.995293598518,0.93093817193,84.8458967268,239,
108.0,1.105,-0.277621501152,0.0,-0.232407511155,0.246681327732,0.995323412864,0.952063293873,85.7958342699,239,
114.0,1.105,-0.226181268914,0.0,-0.223788805451,0.239378565891,0.994779844341,0.954659651137,85.4042522949,239,
120.0,1.105,-0.255216329169,0.0,-0.223356433525,0.236002477638,0.996737732937,0.956084854933,86.9084500396,239,
126.0,1.105,-0.177905411082,1428.0,-0.179491934503,0.196628755246,0.994806968399,0.969260073005,86.2099326508,239,
