LeadTime (HRS), obsMax (m MSL), Peak (m), PLag (min), Bias(m), RMSD (m), RVal, Skil, VExp (%), nPts,
-0.0,1.397,-0.348603594042,-978.0,-0.156112646171,0.367283845516,0.875783667305,0.92464213854,50.162207282,239,
6.0,1.397,-0.348603594042,-978.0,-0.155655557245,0.365597360296,0.876751943059,0.925150426276,50.3608086114,240,
12.0,1.397,-0.343009897893,-978.0,-0.153546783294,0.364430128087,0.877380273799,0.92580956907,50.4062065409,240,
18.0,1.397,-0.346018844222,-978.0,-0.154043523415,0.365063416489,0.876946145792,0.925521930377,50.3360675719,240,
24.0,1.397,-0.347745141144,-978.0,-0.156608420656,0.366723952511,0.876016601711,0.924640181367,50.2413182162,240,
30.0,1.397,-0.33964834102,-978.0,-0.152038115363,0.363856051543,0.876943279944,0.92579721606,50.3964610306,240,
36.0,1.397,-0.336700561216,-978.0,-0.150959614982,0.364623026608,0.876140621992,0.925586047473,50.1958869215,240,
42.0,1.397,-0.33678360539,-978.0,-0.150061663279,0.363177774659,0.876767846104,0.926018752266,50.3728723563,240,
48.0,1.397,-0.335013198603,-978.0,-0.148048265707,0.362811671996,0.876592536564,0.926242848942,50.2970630072,240,
54.0,1.397,-0.336077487433,-972.0,-0.140708350656,0.360062089226,0.876443163407,0.927207312404,50.2672069549,240,
60.0,1.397,-0.338927427837,-972.0,-0.137525710001,0.35993711374,0.875385294979,0.927097509003,50.0874419305,240,
66.0,1.397,-0.338062970709,-972.0,-0.140714587878,0.358148622024,0.877843169795,0.927872092905,50.5796874436,240,
72.0,1.397,-0.34118016932,-972.0,-0.139941968229,0.359445763425,0.876075640618,0.927068694425,50.3189302346,240,
78.0,1.397,-0.334007179434,-972.0,-0.138733844332,0.357875165809,0.877540528027,0.928004327401,50.4982647527,240,
84.0,1.397,-0.333335763506,-978.0,-0.13734377004,0.358177641885,0.876574326104,0.927696512443,50.3619121019,240,
90.0,1.397,-0.340756869589,-972.0,-0.139417379699,0.358475174632,0.87664282629,0.927401960831,50.4437814875,240,
96.0,1.397,-0.340467688831,-972.0,-0.138214300265,0.357401797569,0.87742361336,0.927985545074,50.5425661841,240,
102.0,1.397,-0.341678262759,-972.0,-0.141821394481,0.357629709686,0.878772476489,0.928193208746,50.7357853917,240,
108.0,1.397,-0.34586996867,-972.0,-0.149324443313,0.357806725293,0.881293335392,0.928374883341,51.2083263793,240,
114.0,1.397,-0.351748475181,-966.0,-0.15654214865,0.362002684268,0.880078219573,0.926673096591,51.0211762586,240,
120.0,1.397,-0.345908443985,-978.0,-0.145252416748,0.355591979615,0.881500604326,0.929039253331,51.2961962709,240,
126.0,1.397,-0.344023685913,-978.0,-0.144428928546,0.355836522202,0.880504455292,0.928621266996,51.2009312413,240,
