LeadTime (HRS), obsMax (m MSL), Peak (m), PLag (min), Bias(m), RMSD (m), RVal, Skil, VExp (%), nPts,
-0.0,1.516,0.0729094561286,-6.0,0.290056006923,0.329685156333,0.999015151825,0.980637435657,87.4573652873,239,
6.0,1.516,0.0717522969599,-6.0,0.289652699449,0.328919839308,0.999065136857,0.980653034535,87.501744014,240,
12.0,1.516,0.0774773523263,-6.0,0.287589840527,0.325654669112,0.999077146674,0.98108110361,87.7476826644,240,
18.0,1.516,0.0723193260701,-6.0,0.282072220043,0.320733575381,0.99907593643,0.981639983174,87.7575959211,240,
24.0,1.516,0.0731410245539,-6.0,0.279902366165,0.319560499763,0.999050336737,0.9817484538,87.6352100933,240,
30.0,1.516,0.0771742643169,-6.0,0.2813930518,0.320262343062,0.99902712478,0.98169497523,87.7364365746,240,
36.0,1.516,0.0794379203667,-6.0,0.283888559368,0.321859419654,0.998961455729,0.981547694473,87.8378412367,240,
42.0,1.516,0.0653677605263,-6.0,0.280894653674,0.319613857858,0.999057876806,0.98177158472,87.7718077528,240,
48.0,1.516,0.0727221853711,-6.0,0.281391382285,0.319656581832,0.999042978263,0.981782981463,87.8382514634,240,
54.0,1.516,0.0763998973169,-6.0,0.289336111608,0.326412355102,0.999080661354,0.981025394286,87.8831705407,240,
60.0,1.516,0.0643937040765,-6.0,0.287911138468,0.327408145241,0.998918363848,0.980847833521,87.4982209789,240,
66.0,1.516,0.0709998902779,-6.0,0.287692298849,0.325174430025,0.999031537646,0.981164742216,87.8455692469,240,
72.0,1.516,0.0709737231555,-6.0,0.284172675822,0.323504142584,0.998919340777,0.981315448788,87.6021645213,240,
78.0,1.516,0.0688213143315,-6.0,0.283922990534,0.320930931052,0.999090807775,0.981669479745,88.0019084327,240,
84.0,1.516,0.0725661418561,-6.0,0.280977879902,0.319751311627,0.998993157249,0.981762963903,87.760999526,240,
90.0,1.516,0.0588453934934,-6.0,0.280045285785,0.321827573494,0.998866960812,0.981441932762,87.2829039773,240,
96.0,1.516,0.0674536789136,-6.0,0.284830976799,0.323873832968,0.999062746707,0.981261585158,87.6372917568,240,
102.0,1.516,0.0707540446708,-6.0,0.280551249187,0.317783847036,0.999163522512,0.982016260453,88.0305726894,240,
108.0,1.516,0.0787193684098,-6.0,0.275158380558,0.309729911697,0.999189217153,0.983009966424,88.5965770026,240,
114.0,1.516,0.0599836287567,-6.0,0.269274886448,0.306992766245,0.99903231767,0.983242203968,88.1770672253,240,
120.0,1.516,0.0634978438434,-6.0,0.273795837978,0.310123550979,0.999151114518,0.982917756163,88.3202125364,240,
126.0,1.516,0.0739766087054,-6.0,0.286428211852,0.32323683534,0.998869470285,0.981439442304,87.9867670143,240,
