LeadTime (HRS), obsMax (m MSL), Peak (m), PLag (min), Bias(m), RMSD (m), RVal, Skil, VExp (%), nPts,
-0.0,1.436,0.879628417082,0.0,0.591243798225,0.625959539539,0.975831050256,0.894031246957,76.9366664199,239,
6.0,1.436,0.867166650595,0.0,0.581076570293,0.611794224537,0.979086553297,0.898066388986,78.4818290493,240,
12.0,1.436,0.678366865436,54.0,0.516582675614,0.544315751532,0.983315840677,0.917320274846,80.7180678777,240,
18.0,1.436,0.603356270558,12.0,0.477067309026,0.505114572607,0.984583430883,0.92804375471,81.3423976023,240,
24.0,1.436,0.716972070235,48.0,0.584842177786,0.609081450392,0.983545566942,0.899034234889,80.876706448,240,
30.0,1.436,0.855301772196,42.0,0.697333584049,0.718344662832,0.982763718829,0.865589430527,80.6125325511,240,
36.0,1.436,0.425465633784,36.0,0.321501951611,0.357563003231,0.986376277929,0.962496334286,82.4090424965,240,
42.0,1.436,0.37812019675,30.0,0.285041513726,0.326987132487,0.985706364897,0.968418444858,81.9887520779,240,
48.0,1.436,0.329166773036,24.0,0.243228195525,0.285918137956,0.987665767393,0.975745565734,83.1047233753,240,
54.0,1.436,0.514035971553,24.0,0.409501348153,0.438998584225,0.98640191763,0.94492624416,82.2159285449,240,
60.0,1.436,0.244817883827,18.0,0.144386569713,0.210428121738,0.986943604819,0.986653939018,82.7922511392,240,
66.0,1.436,0.268766703611,24.0,0.181832584528,0.237799471791,0.986983283765,0.983042502556,82.7728064992,240,
72.0,1.436,0.178699588055,6.0,0.096090517935,0.175179834088,0.988003795561,0.990700926476,83.5345083751,240,
78.0,1.436,0.487035894137,-12.0,0.40422788206,0.431026484864,0.987580592178,0.946524787609,83.1817780311,240,
84.0,1.436,0.347219086367,-42.0,0.263499553207,0.300717814831,0.98840171981,0.973180552518,83.7101946743,240,
90.0,1.436,0.417562842077,-42.0,0.34811924188,0.377526467174,0.988209564812,0.958435142875,83.5788349284,240,
96.0,1.436,0.329644462348,-24.0,0.227243850457,0.268018996382,0.988506285793,0.978430770484,84.0253900261,240,
102.0,1.436,0.674882970337,-18.0,0.5945360271,0.611255571808,0.988529263011,0.898288786275,84.0388941781,240,
108.0,1.436,0.371365695259,-30.0,0.292228764505,0.322732179814,0.988991138815,0.968821805994,84.6038324738,240,
114.0,1.436,0.460141392709,-30.0,0.374584092417,0.398318693043,0.989763772256,0.953849845935,84.7746239829,240,
120.0,1.436,0.297989232489,-36.0,0.17706693835,0.222792628992,0.990094538497,0.985128489946,84.7998277506,240,
126.0,1.436,0.504442321683,-30.0,0.422318267376,0.445950487516,0.988625561955,0.943008568312,83.8974752652,240,
