LeadTime (HRS), obsMax (m MSL), Peak (m), PLag (min), Bias(m), RMSD (m), RVal, Skil, VExp (%), nPts,
-0.0,0.327,-0.0615142344998,-48.0,-0.0608260947609,0.0692593611433,0.983189499288,0.961953598092,80.6609191563,240,
6.0,0.327,-0.0671845542805,-42.0,-0.0622903129799,0.0705019191166,0.983072292642,0.960601945981,80.7578259431,239,
12.0,0.327,-0.0733240674473,-42.0,-0.0648688076762,0.0715972223775,0.985145779836,0.958916786602,82.3427769835,239,
18.0,0.327,-0.068759146644,-42.0,-0.0644171099827,0.0706946135891,0.986344334847,0.95998868657,83.0295346827,239,
24.0,0.327,-0.0646846839676,-42.0,-0.0637866920829,0.0698714944299,0.987081921932,0.96104371409,83.3821525485,239,
30.0,0.327,-0.0609296399358,-42.0,-0.0630195754196,0.0697307061248,0.986193403082,0.961460796706,82.6072072506,239,
36.0,0.327,-0.0628747965761,-42.0,-0.0633928207197,0.070023808139,0.98611860193,0.961024431191,82.6680338824,239,
42.0,0.327,-0.0642135441769,-42.0,-0.0641378242191,0.0711171134854,0.985810479749,0.960287020015,82.0965836416,239,
48.0,0.327,-0.0634829559693,-42.0,-0.0657643794076,0.0727755412911,0.986034733926,0.958895420874,81.8391482696,239,
54.0,0.327,-0.0652163348579,-42.0,-0.0647038520428,0.0713533971718,0.986234305187,0.959923862777,82.4728800033,239,
60.0,0.327,-0.0700601303301,-42.0,-0.0655058811524,0.0723240601688,0.985328495511,0.95860276594,82.1367805532,239,
66.0,0.327,-0.0648018356356,-42.0,-0.0655275408544,0.072848087106,0.984820017203,0.95846247086,81.4537847995,239,
72.0,0.327,-0.0658196575604,-42.0,-0.0655585168676,0.0729936981037,0.984414388058,0.95821206159,81.2972157468,239,
78.0,0.327,-0.0701371987332,-48.0,-0.0658669897358,0.0728944317785,0.985179778143,0.958273292623,81.8035463992,239,
84.0,0.327,-0.0813970456331,-48.0,-0.0718743599378,0.0787246893762,0.983899962866,0.951380414433,81.2836743951,239,
90.0,0.327,-0.0800628542473,-42.0,-0.07235257563,0.0786152788325,0.985414631814,0.951654156426,82.0825209778,239,
96.0,0.327,-0.083916025145,-42.0,-0.0722492527326,0.0789890235551,0.983522507223,0.950510106531,81.3959639661,239,
102.0,0.327,-0.0770258375312,-42.0,-0.0734124984942,0.0800925122775,0.984508979199,0.950205868708,81.3403408869,239,
108.0,0.327,-0.0765218866232,-42.0,-0.0714338322072,0.0781292578028,0.984190890366,0.951927564742,81.560248813,239,
114.0,0.327,-0.066983098887,-42.0,-0.0661197737451,0.073150342351,0.984149257554,0.957230010063,81.7661682931,239,
120.0,0.327,-0.070902324121,-42.0,-0.0675035010676,0.0743827531386,0.984136777564,0.955784793703,81.7948391122,239,
126.0,0.327,-0.0699831503636,-42.0,-0.0699849237833,0.0769722894239,0.983251738311,0.952739589713,81.3273508618,239,
