LeadTime (HRS), obsMax (m MSL), Peak (m), PLag (min), Bias(m), RMSD (m), RVal, Skil, VExp (%), nPts,
-0.0,0.346,-0.184303360873,36.0,-0.168088741894,0.168134631386,0.974660144418,0.681828877398,80.1704201597,236,
6.0,0.346,-0.183997824589,36.0,-0.168296587846,0.168404185674,0.972433649485,0.680868381745,79.3650016783,235,
12.0,0.346,-0.17719280118,36.0,-0.166075440145,0.166082240657,0.974506520909,0.686991380826,80.2672504036,235,
18.0,0.346,-0.180332317354,42.0,-0.166533880494,0.166495178036,0.975165138627,0.685567816143,80.5616945294,235,
24.0,0.346,-0.180301968887,30.0,-0.16677244497,0.166821687526,0.97410995933,0.684582669424,80.026214646,235,
30.0,0.346,-0.178609795164,42.0,-0.166492911684,0.166401611608,0.975483177932,0.68530359209,80.7669100695,235,
36.0,0.346,-0.175261274757,36.0,-0.164295682867,0.164319251981,0.974531890948,0.691076809972,80.2785851901,235,
42.0,0.346,-0.161417590175,42.0,-0.155984294825,0.155906882342,0.97844041057,0.71386976147,81.9184525823,235,
48.0,0.346,-0.155460245548,42.0,-0.150827758902,0.15085027345,0.977802084512,0.725287423448,81.5823579778,235,
54.0,0.346,-0.144496876103,42.0,-0.149332643106,0.149285386783,0.978723200759,0.732448246042,81.885495567,235,
60.0,0.346,-0.152313806603,42.0,-0.156607281342,0.156621249953,0.97643429246,0.714925759933,80.8710579988,235,
66.0,0.346,-0.170334343331,42.0,-0.165333999663,0.165285226601,0.975904713077,0.692861873773,80.7801404875,235,
72.0,0.346,-0.140077254759,42.0,-0.157321555378,0.157556779543,0.980014094169,0.721283008358,80.6471700623,235,
78.0,0.346,-0.16151776197,42.0,-0.157483872567,0.157444372094,0.977908328035,0.710796405935,81.5872689249,235,
84.0,0.346,-0.163136604169,30.0,-0.151606814331,0.151186360694,0.98084575542,0.726930450407,83.4519966106,235,
90.0,0.346,-0.182914955643,24.0,-0.160892313538,0.16071144292,0.97622830236,0.701636248664,81.238894552,235,
96.0,0.346,-0.182950338779,24.0,-0.172722656645,0.172201822968,0.982600902226,0.68306294264,83.7759317171,235,
102.0,0.346,-0.172376341375,30.0,-0.16189397786,0.161397818563,0.981817768832,0.705678615141,83.6443786787,235,
108.0,0.346,-0.150131144766,30.0,-0.153747026634,0.153206923247,0.98599653369,0.728762269018,85.1706400137,235,
114.0,0.346,-0.193729915881,36.0,-0.182068324097,0.181316294973,0.980986439388,0.658063136123,84.1687775125,235,
120.0,0.346,-0.248467607137,30.0,-0.21830530261,0.218236264651,0.963123543609,0.588892083924,75.9817057995,235,
126.0,0.346,-0.204343024799,36.0,-0.190303758805,0.189940597722,0.971184223408,0.637402982478,79.628098916,235,
