LeadTime (HRS), obsMax (m MSL), Peak (m), PLag (min), Bias(m), RMSD (m), RVal, Skil, VExp (%), nPts,
-0.0,0.839,-0.228445862647,750.0,-0.08416222274,0.11201060089,0.997793406471,0.98490773956,84.847428849,240,
6.0,0.839,-0.226373028294,756.0,-0.0838609853376,0.111777705786,0.997805275552,0.985024946385,84.8756808263,239,
12.0,0.839,-0.223612826188,762.0,-0.0835614975463,0.111937300905,0.997574528017,0.984981959761,84.7572828797,239,
18.0,0.839,-0.226658463838,756.0,-0.0826555101792,0.111553172896,0.997773181029,0.985047866926,84.6685955289,239,
24.0,0.839,-0.229320782001,762.0,-0.0837240983148,0.112270745296,0.997513814132,0.984886806482,84.6920816962,239,
30.0,0.839,-0.228039143643,756.0,-0.0827526560993,0.111200897817,0.997680856924,0.985173450423,84.7982758935,239,
36.0,0.839,-0.230357043562,768.0,-0.0841794956666,0.112602998988,0.997523915112,0.9847979399,84.6944727659,239,
42.0,0.839,-0.231151749684,762.0,-0.0835883512956,0.111911853711,0.997552753325,0.984993787514,84.7712819046,239,
48.0,0.839,-0.229651613643,756.0,-0.083020707936,0.111573384312,0.99765052413,0.985067855546,84.7452709652,239,
54.0,0.839,-0.230133538278,18.0,-0.0826180847801,0.111621516369,0.997612344589,0.985038311344,84.6393412117,239,
60.0,0.839,-0.232305560149,6.0,-0.0832623409303,0.112592356515,0.997438275916,0.984768354678,84.4890140761,239,
66.0,0.839,-0.232974246389,6.0,-0.0837937437146,0.112974797629,0.997608431806,0.984649841191,84.4924003597,239,
72.0,0.839,-0.234260887931,6.0,-0.0846741576825,0.114035646887,0.997483042909,0.98435287158,84.367985531,239,
78.0,0.839,-0.235138284394,18.0,-0.0847661829362,0.11350373753,0.997639315462,0.984517827494,84.5520952999,239,
84.0,0.839,-0.228475676167,18.0,-0.0843052492597,0.112720980849,0.997553808668,0.984761061878,84.6870908657,239,
90.0,0.839,-0.232120148322,6.0,-0.0840291228102,0.112305438365,0.997537192934,0.98488549941,84.7515377631,239,
96.0,0.839,-0.232247074919,6.0,-0.0837106820509,0.113506406714,0.997326661707,0.984497951283,84.312074844,239,
102.0,0.839,-0.238280587204,18.0,-0.0830195102173,0.111884160595,0.997513805841,0.984978766602,84.6499632066,239,
108.0,0.839,-0.229248783021,12.0,-0.0820191751038,0.11108740207,0.997474960202,0.985196240642,84.6671084119,239,
114.0,0.839,-0.234008165456,6.0,-0.0844015987235,0.113582961049,0.997186102183,0.984518195273,84.4444739195,239,
120.0,0.839,-0.234769328716,6.0,-0.0836682131894,0.113039753355,0.997227667156,0.984658937981,84.4442628777,239,
126.0,0.839,-0.238515247699,12.0,-0.0839630151264,0.113472873313,0.997136576224,0.984538462874,84.3788547317,239,
