LeadTime (HRS), obsMax (m MSL), Peak (m), PLag (min), Bias(m), RMSD (m), RVal, Skil, VExp (%), nPts,
-0.0,0.311,-0.137387061745,1182.0,-0.12541964578,0.126680965245,0.986258312917,0.647434040418,77.9968125521,240,
6.0,0.311,-0.146341048993,-36.0,-0.126846543985,0.127977082043,0.98888880884,0.64483082936,79.0468624012,239,
12.0,0.311,-0.144536844634,48.0,-0.120580479769,0.122442364734,0.983496652982,0.651483542647,73.7404911817,239,
18.0,0.311,-0.139370545159,1176.0,-0.122085924384,0.123397357365,0.984715518448,0.656573132257,77.8501577802,239,
24.0,0.311,-0.130411172215,-18.0,-0.113310025268,0.114708860888,0.986100428242,0.677375835995,77.9527017485,239,
30.0,0.311,-0.141263944908,30.0,-0.123887203725,0.1249427173,0.989108815376,0.652466073811,79.9935589737,239,
36.0,0.311,-0.135511634062,66.0,-0.129261790869,0.130018190856,0.986478444364,0.646575311309,82.7119155288,239,
42.0,0.311,-0.133326014122,6.0,-0.124824969097,0.126451229554,0.976032780896,0.643712588489,75.0450126668,239,
48.0,0.311,-0.128120563302,-12.0,-0.131275633651,0.133369561214,0.957232205682,0.628734100826,70.9397424345,239,
54.0,0.311,-0.13596987826,0.0,-0.138328179676,0.139803678888,0.96848834129,0.618198202111,74.9918545961,239,
60.0,0.311,-0.14489824555,36.0,-0.125222418317,0.126714216987,0.98718166672,0.640589586688,76.0675370025,239,
66.0,0.311,-0.12109920875,0.0,-0.122959348958,0.125571368866,0.949527594915,0.64660562907,68.5467950842,239,
72.0,0.311,-0.116692805259,42.0,-0.113266890727,0.114245050589,0.984895601775,0.68510290248,81.5840705385,239,
78.0,0.311,-0.116881812004,6.0,-0.117761739912,0.118989095734,0.977657841285,0.676133805064,78.9565166961,239,
84.0,0.311,-0.112494380074,-12.0,-0.134344177177,0.135310378271,0.989210307699,0.652167880469,80.0738099037,239,
90.0,0.311,-0.128334053109,-12.0,-0.13476825829,0.13583794829,0.977854975641,0.63359228555,78.9968482426,239,
96.0,0.311,-0.120045568856,6.0,-0.127903115654,0.130769386864,0.943183534391,0.641204292144,66.3859842738,239,
102.0,0.311,-0.127275197767,42.0,-0.112583071037,0.115613435956,0.957575474905,0.664911375159,67.5370048451,239,
108.0,0.311,-0.155322520876,-18.0,-0.161381052212,0.161753860051,0.993674719887,0.591814503495,86.4505681533,239,
114.0,0.311,-0.178472989776,-48.0,-0.167005477977,0.167415125307,0.991188555793,0.568176468472,85.550986287,239,
120.0,0.311,-0.171377122891,1176.0,-0.133867877251,0.139031176036,0.939835651278,0.591922160529,53.6605079443,239,
126.0,0.311,-0.115826149177,1182.0,-0.0914275871849,0.102129995419,0.851848477965,0.676620106466,43.8393725192,240,
