LeadTime (HRS), obsMax (m MSL), Peak (m), PLag (min), Bias(m), RMSD (m), RVal, Skil, VExp (%), nPts,
-0.0,0.521,-0.122204449185,-54.0,-0.0788357038452,0.0937508167184,0.978195470032,0.960530248409,78.8788745991,240,
6.0,0.521,-0.116821982989,-60.0,-0.0801753516918,0.094709075575,0.978575184344,0.959948533224,79.0557610461,239,
12.0,0.521,-0.123506308185,-54.0,-0.0802794332846,0.0948994222432,0.978499898105,0.959701453312,78.976020388,239,
18.0,0.521,-0.116763926704,-42.0,-0.0804497811105,0.0952936471669,0.978236521822,0.959203465008,78.7815516204,239,
24.0,0.521,-0.127269481008,-24.0,-0.0811184258889,0.0957978812934,0.978437904564,0.958705523073,78.8290928798,239,
30.0,0.521,-0.129606294088,-78.0,-0.0816378599277,0.0959637341991,0.979226390661,0.958366589457,79.0451498485,239,
36.0,0.521,-0.129955944511,-42.0,-0.0831259396716,0.0980484653448,0.977625364251,0.956660813134,78.3991843092,239,
42.0,0.521,-0.133206170519,-54.0,-0.0830728809942,0.0977118815905,0.977931157541,0.957143820181,78.6283925807,239,
48.0,0.521,-0.136248676176,-36.0,-0.0838096792832,0.0987851488637,0.977307189077,0.956046265551,78.2762386633,239,
54.0,0.521,-0.12902641588,-42.0,-0.0836965853212,0.0979608713516,0.978473114489,0.956921199781,78.8528329384,239,
60.0,0.521,-0.127151926423,-42.0,-0.0844562274478,0.0983153613561,0.978708311794,0.956921076287,79.0914964395,239,
66.0,0.521,-0.119621068342,-36.0,-0.0849074270323,0.0989712485407,0.978379316441,0.956217875867,78.8739687193,239,
72.0,0.521,-0.12992311932,-42.0,-0.0828687665364,0.0973326450132,0.978255378027,0.957510189272,78.7909098313,239,
78.0,0.521,-0.131889618704,-54.0,-0.0846562677074,0.0986229263311,0.978433981603,0.956704884107,78.9814184383,239,
84.0,0.521,-0.135871055324,-42.0,-0.0813782830947,0.0960265673631,0.978229340384,0.958680247933,78.8224026572,239,
90.0,0.521,-0.137358702661,-6.0,-0.0793637201146,0.0940214212119,0.978707266384,0.960366489438,79.0569740397,239,
96.0,0.521,-0.127534926134,-30.0,-0.0792904221132,0.0945839767811,0.977539687115,0.959953168592,78.5773790854,239,
102.0,0.521,-0.132717552167,-54.0,-0.0792842243803,0.0941982164733,0.97834230946,0.960157990966,78.8687456129,239,
108.0,0.521,-0.12670113996,-36.0,-0.0795038147683,0.093885326598,0.978959134186,0.960673468451,79.2549836497,239,
114.0,0.521,-0.128845804046,-30.0,-0.0776695670043,0.0930075879916,0.977794747748,0.961346952658,78.7444217925,239,
120.0,0.521,-0.127739254316,-12.0,-0.0766652540179,0.09268584483,0.977079033353,0.961421820826,78.3611669819,239,
126.0,0.521,-0.120888259249,-36.0,-0.0778462665321,0.0936986095771,0.976940922574,0.960691478847,78.3361236449,239,
