LeadTime (HRS), obsMax (m MSL), Peak (m), PLag (min), Bias(m), RMSD (m), RVal, Skil, VExp (%), nPts,
-0.0,0.368,-0.0108758642483,90.0,-0.0497146423996,0.0925360814158,0.915223325128,0.935505833698,59.6464655705,240,
6.0,0.368,-0.0142730092571,84.0,-0.0500942690194,0.0913801124315,0.918157674982,0.936379115256,60.2839599742,239,
12.0,0.368,-0.0183035826218,90.0,-0.0519298645447,0.0931039281034,0.916314145946,0.933740628292,59.84192148,239,
18.0,0.368,-0.0253091301481,90.0,-0.0541043867687,0.0923102323187,0.922218347037,0.934974469433,61.1327703775,239,
24.0,0.368,-0.0215218219953,90.0,-0.0544205424941,0.0944315448866,0.916722094618,0.931738180607,59.8954509061,239,
30.0,0.368,-0.0188496139456,90.0,-0.0544996870251,0.0950855262992,0.914857114667,0.930942598542,59.5090416926,239,
36.0,0.368,-0.0193328303805,90.0,-0.0548500554156,0.0943360743118,0.917594194736,0.93215185428,60.1147466084,239,
42.0,0.368,-0.0173142487653,90.0,-0.0559080438475,0.0950823871987,0.917140713458,0.931318675836,60.0329556451,239,
48.0,0.368,-0.0160285033417,90.0,-0.0567820258314,0.09798221943,0.910079480867,0.92706520509,58.5035062291,239,
54.0,0.368,-0.0131716637182,90.0,-0.0560445552448,0.0980070601081,0.908701222922,0.927035909992,58.2178977192,239,
60.0,0.368,-0.011050147742,90.0,-0.0574019850703,0.0993793666588,0.906840905176,0.925547171519,57.8418706382,239,
66.0,0.368,-0.0215362384095,90.0,-0.0560880768045,0.0942511198914,0.919913615692,0.932489400938,60.6373735501,239,
72.0,0.368,nan,nan,nan,nan,nan,nan,nan,0,
78.0,0.368,-0.023404891227,84.0,-0.054319104865,0.0894500258743,0.929864269322,0.938820315131,62.927274062,239,
84.0,0.368,-0.0283384764572,78.0,-0.0526017028293,0.0860811587,0.93647082335,0.943051054287,64.4550815695,239,
90.0,0.368,-0.0218225026021,78.0,-0.0519532263217,0.0888450279878,0.927768289282,0.939306561167,62.4040990203,239,
96.0,0.368,-0.0145510555062,78.0,-0.0488686501437,0.0871139660445,0.927517351138,0.941601037288,62.3809562566,239,
102.0,0.368,-0.0171571552111,78.0,-0.0494986487225,0.0865416294423,0.929947057139,0.942514628734,62.9691528199,239,
108.0,0.368,-0.027164871457,72.0,-0.0524096970533,0.0860554691547,0.935981365618,0.943277311481,64.3948807623,239,
114.0,0.368,-0.0219179578442,72.0,-0.0473419066339,0.0805481300045,0.942434726126,0.950070359662,66.0057841435,239,
120.0,0.368,-0.0245481750394,72.0,-0.0455690041708,0.0790560901505,0.943778059139,0.951712062014,66.3008956816,239,
126.0,0.368,-0.0263077807428,72.0,-0.0438449556427,0.0766550311899,0.947474857457,0.954426343799,67.1999848504,239,
