LeadTime (HRS), obsMax (m MSL), Peak (m), PLag (min), Bias(m), RMSD (m), RVal, Skil, VExp (%), nPts,
-0.0,0.73,0.00266481463477,-6.0,-0.0802704398161,0.115984202343,0.990093323915,0.986423598289,82.3437485476,239,
6.0,0.73,0.00302316527794,-6.0,-0.0804020530424,0.116842060484,0.989703363763,0.986216936597,82.1206794609,240,
12.0,0.73,0.00592222842944,-6.0,-0.0807869298612,0.117080451412,0.989595073034,0.986144716954,82.1284831784,240,
18.0,0.73,0.00584549958071,0.0,-0.0808879146714,0.1177096036,0.989791942715,0.986058886028,81.9657320814,240,
24.0,0.73,0.00519535574035,-6.0,-0.0812497731532,0.119999564288,0.988896430714,0.985517921107,81.3764843182,240,
30.0,0.73,0.0021962626384,-6.0,-0.0800378349689,0.118289658569,0.989027419756,0.985886475081,81.6313478392,240,
36.0,0.73,-0.000531826690634,-6.0,-0.0804065899557,0.11828780704,0.989064245805,0.985876148284,81.7036470877,240,
42.0,0.73,-0.0109685068684,0.0,-0.079503214765,0.114262435203,0.989915287497,0.986723384448,82.692546838,240,
48.0,0.73,-0.0089598225385,-6.0,-0.080637709977,0.114869628879,0.989063406663,0.986441769557,82.7473063469,240,
54.0,0.73,0.000774272691386,-6.0,-0.0834803721321,0.119664558439,0.988154111097,0.985360719102,81.919012067,240,
60.0,0.73,0.00238126795336,-12.0,-0.0841151767691,0.120858061411,0.988195496441,0.985135725529,81.6981512433,240,
66.0,0.73,0.012452504795,-6.0,-0.0797398084045,0.117460882609,0.987944216937,0.985882260103,81.8111182915,240,
72.0,0.73,-0.00784031925761,-12.0,-0.0790482432166,0.117804633704,0.986159738434,0.985551513885,81.5794623959,240,
78.0,0.73,0.00689615013156,0.0,-0.0819564480165,0.122224458988,0.986594193486,0.984750803569,80.8773793431,240,
84.0,0.73,0.00788570969746,-18.0,-0.0769584264416,0.110184221316,0.991204993999,0.987687827044,83.370322347,240,
90.0,0.73,0.0102561143621,-12.0,-0.0690715524363,0.100428461044,0.992061119594,0.989651642128,84.62513734,240,
96.0,0.73,-0.00723864513401,-18.0,-0.0647712865884,0.0985498535002,0.989993909623,0.989800868876,84.3360399088,240,
102.0,0.73,-0.00655257590683,-24.0,-0.0536409863542,0.0830778391314,0.99303194707,0.992740180453,86.6211247663,240,
108.0,0.73,-0.0130704975629,-24.0,-0.0531481792087,0.0804355832231,0.993428141066,0.993147894131,87.2673822092,240,
114.0,0.73,-0.0396827659309,-12.0,-0.058254567958,0.0846087529449,0.992479740429,0.992309524539,87.0596828038,240,
120.0,0.73,-0.0222593292645,-6.0,-0.0641793133793,0.0912239637607,0.993471557589,0.9913636245,86.3280478864,240,
126.0,0.73,-0.00794691896002,6.0,-0.0545650081471,0.0882702379293,0.991639699294,0.991831896184,85.3672451684,240,
