LeadTime (HRS), obsMax (m MSL), Peak (m), PLag (min), Bias(m), RMSD (m), RVal, Skil, VExp (%), nPts,
-0.0,1.209,-0.00898507899835,-24.0,-0.114226500301,0.133783554807,0.994310248807,0.989358841787,89.3089908934,240,
6.0,1.209,-0.0146298262881,-18.0,-0.114997125995,0.135544210943,0.993983158153,0.988996422784,88.9691397147,239,
12.0,1.209,-0.00243115264419,-6.0,-0.110281919421,0.130743737267,0.994184174046,0.989812940537,89.2031187465,239,
18.0,1.209,0.00712839982459,-18.0,-0.101627108438,0.122192632113,0.994574249357,0.991097176192,89.5692950506,239,
24.0,1.209,-0.00990096452041,-18.0,-0.108059595855,0.128377915856,0.994339966437,0.990172451512,89.3439397229,239,
30.0,1.209,-0.0262115213975,-18.0,-0.125774379189,0.14603858324,0.993521187582,0.987276517118,88.5897689856,239,
36.0,1.209,-0.0461737539668,-18.0,-0.139059723265,0.159638076208,0.992739140225,0.984851416725,87.9464243532,239,
42.0,1.209,-0.0609155687422,-18.0,-0.155409708881,0.175563593217,0.992106420754,0.981742443157,87.4434467489,239,
48.0,1.209,-0.0839850492841,-24.0,-0.171937368226,0.189321801739,0.99262250654,0.978743764527,87.8161570582,239,
54.0,1.209,-0.0574956701876,-18.0,-0.160902074814,0.178490580507,0.992982749,0.981086697608,88.121536375,239,
60.0,1.209,-0.0710216811245,-18.0,-0.172048900733,0.187304324257,0.993581792323,0.979209098541,88.6167181695,239,
66.0,1.209,-0.0690171490695,-18.0,-0.175317977255,0.189992666177,0.993737626473,0.97861039182,88.7433232446,239,
72.0,1.209,-0.0703094167425,-12.0,-0.176653255531,0.19025498146,0.994150791557,0.978615332358,89.1389873104,239,
78.0,1.209,-0.0467583376441,-18.0,-0.143622599979,0.162326064839,0.993264711627,0.984326365516,88.3699951569,239,
84.0,1.209,-0.0764832045552,-18.0,-0.141435851343,0.165127088333,0.991424267332,0.983738863128,86.8976778009,239,
90.0,1.209,-0.010538571847,-24.0,-0.0936450354033,0.128662981033,0.990776627382,0.990076873796,86.4350725825,239,
96.0,1.209,-0.0364729417254,-18.0,-0.118215584756,0.138644917815,0.993861524793,0.988492575297,88.8629456569,239,
102.0,1.209,nan,nan,nan,nan,nan,nan,nan,0,
108.0,1.209,0.0589099480927,-24.0,-0.0886630889319,0.125112279683,0.990776587863,0.990733211005,86.4393026154,239,
114.0,1.209,-0.0794101586973,-18.0,-0.19611720451,0.210177540381,0.993314319846,0.97400767265,88.3887841808,239,
120.0,1.209,-0.158145813153,-18.0,-0.246590866672,0.257203930052,0.99396680292,0.961245304055,88.7667230823,239,
126.0,1.209,-0.115737248214,-18.0,-0.225822328067,0.237485720601,0.993808039733,0.966872324871,88.7070705288,239,
