LeadTime (HRS), obsMax (m MSL), Peak (m), PLag (min), Bias(m), RMSD (m), RVal, Skil, VExp (%), nPts,
-0.0,0.786,-0.215704337663,-6.0,-0.175160673591,0.182765378852,0.989448721519,0.938556009916,85.5107176259,240,
6.0,0.786,-0.214284775878,0.0,-0.176983622333,0.18346341982,0.990946832491,0.938456783406,86.5721985936,239,
12.0,0.786,-0.195559841539,0.0,-0.170389764155,0.17726562553,0.990811086223,0.942812023134,86.4155675232,239,
18.0,0.786,-0.190475513493,0.0,-0.171439303256,0.178581459542,0.990406826554,0.942092465592,86.107991574,239,
24.0,0.786,-0.18491670514,0.0,-0.169075966769,0.177030589474,0.989399126368,0.942875605498,85.4213212615,239,
30.0,0.786,-0.201419620401,6.0,-0.174305924356,0.181420571076,0.990188285148,0.939741425763,86.0222188378,239,
36.0,0.786,-0.22040632838,6.0,-0.17512238735,0.181557756122,0.991141704228,0.939029709284,86.6884188005,239,
42.0,0.786,-0.218713065552,-6.0,-0.168251502217,0.174687806219,0.991698088801,0.942587681673,86.9463979668,239,
48.0,0.786,-0.233872743103,-6.0,-0.173246919037,0.181082930095,0.989678565569,0.93792638952,85.3595357071,239,
54.0,0.786,-0.227374538415,0.0,-0.173222757194,0.181139842843,0.989269187102,0.938566529183,85.2833123858,239,
60.0,0.786,-0.214233556811,0.0,-0.181694671189,0.188503386085,0.990287903278,0.934439417834,86.0506779118,239,
66.0,0.786,-0.227865173538,-6.0,-0.180409537369,0.188898815548,0.98792515047,0.93370939617,84.4427293327,239,
72.0,0.786,-0.225897294698,-6.0,-0.186795566408,0.194913466025,0.987971285714,0.930508828249,84.5335188467,239,
78.0,0.786,-0.19786517439,6.0,-0.187039883672,0.193685687516,0.99036387195,0.932986847679,86.0239887131,239,
84.0,0.786,-0.20636476754,0.0,-0.181877130578,0.188126913503,0.991091844541,0.93609191224,86.6389939102,239,
90.0,0.786,-0.190563923586,-6.0,-0.183524901648,0.189933378695,0.990788014905,0.935020246113,86.4074192075,239,
96.0,0.786,-0.193126010004,6.0,-0.198969441531,0.205855747035,0.989470900179,0.925372615031,85.3299914724,239,
102.0,0.786,-0.2069916899,-6.0,-0.188187454847,0.195521111693,0.989089906483,0.93077754984,85.261119424,239,
108.0,0.786,-0.219156389722,0.0,-0.205661109294,0.212116571007,0.989605490057,0.920277282909,85.5708837666,239,
114.0,0.786,-0.261603547579,6.0,-0.218526056063,0.224780487565,0.989282890973,0.909693703481,85.3698273512,239,
120.0,0.786,-0.211708982416,0.0,-0.198145092999,0.20589047713,0.988001101439,0.924637419437,84.4570037909,239,
126.0,0.786,-0.32362844025,-12.0,-0.216441063451,0.225872767591,0.985604222173,0.903657145155,82.0541594612,239,
