LeadTime (HRS), obsMax (m MSL), Peak (m), PLag (min), Bias(m), RMSD (m), RVal, Skil, VExp (%), nPts,
-0.0,1.406,-0.303830118602,-66.0,-0.132661684704,0.210326576047,0.971683448113,0.971617965471,75.2192436582,239,
6.0,1.406,-0.319437523454,-72.0,-0.133344459369,0.212286812322,0.970475750452,0.971193091198,74.91384195,240,
12.0,1.406,-0.269793201628,-66.0,-0.140124067436,0.212708087614,0.971308636125,0.971705597452,75.6960314774,240,
18.0,1.406,-0.286210003924,-60.0,-0.138890087275,0.214384466712,0.970515264259,0.970970842575,75.1980347742,240,
24.0,1.406,-0.315010506236,-60.0,-0.144603051656,0.212261112192,0.974342009985,0.971373173902,76.4015299491,240,
30.0,1.406,-0.316978912713,-66.0,-0.14612828383,0.217790863647,0.971636818604,0.969935601725,75.474307516,240,
36.0,1.406,-0.284944814379,-72.0,-0.132684150158,0.211343655371,0.97087620931,0.971417949985,75.0169772291,240,
42.0,1.406,-0.277149520862,-78.0,-0.146345051456,0.229919454092,0.965342487275,0.966135327749,73.0687896257,240,
48.0,1.406,-0.294081155116,-90.0,-0.149683338191,0.25610263869,0.949886928502,0.957985905153,68.4404121178,240,
54.0,1.406,-0.248662661164,-84.0,-0.155281774662,0.253275832034,0.953838565225,0.959110357279,69.6122093114,240,
60.0,1.406,-0.291579339819,-84.0,-0.156842693449,0.263220249936,0.947501473887,0.956173876632,67.8963215547,240,
66.0,1.406,-0.2738059702,-90.0,-0.186978400621,0.306769216814,0.929300911044,0.940729115104,63.0651045043,240,
72.0,1.406,-0.344005661345,-90.0,-0.167036491349,0.316036367565,0.913655682379,0.937376313635,59.2552292379,240,
78.0,1.406,-0.405024269754,-90.0,-0.172300769892,0.299082965478,0.928558195863,0.944081266387,62.8730701784,240,
84.0,1.406,-0.404357223538,-84.0,-0.13429600484,0.274938095051,0.93169587638,0.953671876563,63.5652184907,240,
90.0,1.406,-0.274495264876,-60.0,-0.127904576168,0.238007500946,0.952437337624,0.965579117913,69.5168105023,240,
96.0,1.406,0.163699454539,-60.0,-0.0855603808038,0.264065309536,0.939934557916,0.962817634443,62.0598205638,240,
102.0,1.406,-0.105863654081,-72.0,-0.0869181840507,0.256920135391,0.945276268843,0.965157909153,63.2821961881,240,
108.0,1.406,0.122283638308,-60.0,-0.0413027667463,0.277543474062,0.93791542451,0.961110130499,58.3187606567,240,
114.0,1.406,-0.157976484419,-90.0,-0.133680785773,0.31424337123,0.922775159634,0.94772894479,56.8094503528,240,
120.0,1.406,-0.2417206781,-114.0,-0.128142597449,0.314479779121,0.906035015054,0.94159193171,56.3846813033,240,
126.0,1.406,-0.230785234161,-102.0,-0.134542315661,0.29205865499,0.928575661843,0.952491274368,60.6317299739,240,
132.0,1.406,-0.325067757803,-96.0,-0.138352747059,0.304690027682,0.914928649399,0.944818415917,58.7721930468,240,
138.0,1.406,-0.205119627709,-60.0,-0.111347163777,0.335437087871,0.884350063138,0.931950186979,51.9456508932,240,
144.0,1.406,-0.291069448657,-60.0,-0.0757066420573,0.292133147414,0.904030533037,0.945045290683,57.1493728783,240,
150.0,1.406,-0.214539410173,-42.0,-0.0824835560209,0.261448108584,0.926787551818,0.957580104805,62.321622206,240,
