LeadTime (HRS), obsMax (m MSL), Peak (m), PLag (min), Bias(m), RMSD (m), RVal, Skil, VExp (%), nPts,
-0.0,0.26,-0.0122341596832,66.0,0.0156455958121,0.0334308723678,0.93253122039,0.935226401392,60.4397609524,240,
6.0,0.26,-0.0140364004076,60.0,0.0163356717089,0.0344596550223,0.929912558826,0.929665408788,59.2798800459,239,
12.0,0.26,-0.016857615178,60.0,0.0176150431569,0.0353209552031,0.932439006985,0.924896951282,58.9129417167,239,
18.0,0.26,-0.0146040590863,60.0,0.0195399149241,0.0366956875806,0.928117116457,0.919453911749,58.314869999,239,
24.0,0.26,-0.0127813126951,66.0,0.0197810119743,0.0367395470122,0.92708510148,0.919897014436,58.450315207,239,
30.0,0.26,-0.0129072906344,66.0,0.0201144549323,0.0364683434433,0.931896450349,0.921110517503,59.1752935857,239,
36.0,0.26,-0.0144915265405,66.0,0.0199720497897,0.0359296073757,0.936202309751,0.923398693852,59.916476185,239,
42.0,0.26,-0.0168446292947,60.0,0.0179000341239,0.034154596187,0.940972965587,0.930718338844,60.9619907592,239,
48.0,0.26,-0.0215828953267,60.0,0.0161283188582,0.0339193810299,0.938725275521,0.930454897617,59.9536127366,239,
54.0,0.26,-0.0280931668467,60.0,0.014545752937,0.034803845111,0.927911458528,0.925365051889,57.5662489607,239,
60.0,0.26,-0.0182489036572,36.0,0.019398825829,0.0365127969288,0.926737869512,0.921016471693,58.4857889829,239,
66.0,0.26,-0.00883478990347,42.0,0.0203465491198,0.0378415811129,0.913715706207,0.91761290232,57.1801724062,239,
72.0,0.26,-0.0253527272275,48.0,0.00956434946415,0.0306868717404,0.938327830424,0.94370842432,60.8679354025,239,
78.0,0.26,-0.0264091053355,48.0,0.0107584477598,0.0293557589005,0.947616029228,0.949473800121,63.3440461491,239,
84.0,0.26,-0.0234548539727,48.0,0.0101768952507,0.0295419090234,0.941640211069,0.94953136189,62.7799175623,239,
90.0,0.26,-0.0293662301711,54.0,0.00638530030361,0.0289491671576,0.943132801456,0.950179000526,62.1054824656,239,
96.0,0.26,-0.0390062698926,48.0,0.00256746070372,0.0298779626098,0.93666233369,0.94567146964,60.0504486911,239,
102.0,0.26,-0.0356313008157,48.0,-0.0014219855417,0.031222336507,0.919642196054,0.942247509368,58.1413845604,239,
108.0,0.26,-0.0250387522945,48.0,0.00462254718168,0.0325747141235,0.914047918249,0.936210560803,56.7253497779,239,
114.0,0.26,-0.042263780786,30.0,0.000807734369544,0.0323706658018,0.913546870955,0.936764389083,56.5703100223,239,
120.0,0.26,-0.0212721093686,48.0,0.0055358209192,0.0352578826226,0.88815931767,0.927796823004,53.2688599466,239,
126.0,0.26,-0.0192909182933,48.0,0.0116820656896,0.0357806473282,0.897236481838,0.925555411638,54.6118623253,239,
