LeadTime (HRS), obsMax (m MSL), Peak (m), PLag (min), Bias(m), RMSD (m), RVal, Skil, VExp (%), nPts,
-0.0,0.342,-0.0908950123054,114.0,-0.0576140013647,0.0777335581039,0.900376788881,0.892213444705,54.8328987472,240,
6.0,0.342,-0.0879741220519,120.0,-0.0569659557837,0.077633449351,0.897911949774,0.891709894804,54.0341516783,239,
12.0,0.342,-0.0935189139566,120.0,-0.0580156544913,0.0780727597956,0.899095256559,0.890161433191,54.4682326631,239,
18.0,0.342,-0.0977486606818,114.0,-0.0604862908331,0.0790653231789,0.904169464125,0.888164678222,55.6239358059,239,
24.0,0.342,-0.0913880327456,78.0,-0.0568437588968,0.0762570665321,0.90581898438,0.89617614746,55.6993654939,239,
30.0,0.342,-0.0879359260586,84.0,-0.0582833400766,0.0776504965964,0.904635223964,0.893184267691,55.2836319115,239,
36.0,0.342,-0.0806779753863,126.0,-0.0547917622622,0.0755557249929,0.904897163598,0.899925380446,54.6605491202,239,
42.0,0.342,-0.0781657658279,126.0,-0.0550205639054,0.0749253160857,0.907852020808,0.901040307203,55.676969323,239,
48.0,0.342,-0.0791787436767,126.0,-0.0524139671396,0.0741653919218,0.901081326798,0.901758162522,54.2706419432,239,
54.0,0.342,-0.0710498117689,120.0,-0.0437146889866,0.0696963796909,0.893129980364,0.910883321761,52.692365861,239,
60.0,0.342,-0.0417439517748,120.0,-0.02490347583,0.0583006288498,0.907167626469,0.939212498557,54.0593746159,239,
66.0,0.342,-0.0246514249071,120.0,-0.0105831403979,0.0588758100144,0.895984484077,0.939743259877,49.5252102071,239,
72.0,0.342,-0.0462891329001,114.0,-0.0287085861322,0.0557473775052,0.924106119105,0.944954097265,58.3534910675,239,
78.0,0.342,-0.0290056170455,114.0,-0.0178599720094,0.0497200231188,0.933045447048,0.957065376527,59.560840923,239,
84.0,0.342,-0.0399481046383,120.0,-0.0291194405127,0.0562334955584,0.923339853695,0.944149193557,58.0746909122,239,
90.0,0.342,-0.033684278516,108.0,-0.0275005747084,0.0507962465803,0.943534474227,0.955629195923,62.7797325499,239,
96.0,0.342,-0.0219776168872,120.0,-0.0231572402285,0.0536479032175,0.934898908323,0.952322538983,57.8256507642,239,
102.0,0.342,-0.0370007158352,114.0,-0.0300931822698,0.0570983291072,0.926385889474,0.943992249846,57.7107309891,239,
108.0,0.342,-0.0476957707944,114.0,-0.0345789017497,0.0603205618262,0.919543298374,0.936312976684,56.9255284471,239,
114.0,0.342,-0.0419274422423,90.0,-0.0335769092569,0.0560076580832,0.937662419397,0.946447233176,60.933159427,239,
120.0,0.342,-0.036340775562,126.0,-0.0323701062571,0.060633762728,0.917999792566,0.937112076652,55.3178065403,239,
126.0,0.342,-0.0493477762934,102.0,-0.0449351056968,0.0670283350266,0.919424793782,0.923219989087,56.6551482178,239,
